Conflict ID,Person ID,Activity 1,Activity 2,Location 1,Location 2,Start Time 1,End Time 1,Start Time 2,End Time 2,Overlap Start,Overlap End,Overlap Duration (minutes),Conflict Type,Severity
2594,P061,Code Review,Code Review,Online Meeting,Remote,2025-11-20 17:52,2025-11-20 18:30,2025-11-20 18:22,2025-11-20 19:03,2025-11-20 18:22,2025-11-20 18:30,8.00,partial_overlap,Low
2595,P062,Tech Sharing,Requirements Analysis,Remote,Product Showcase,2025-11-01 08:00,2025-11-01 08:30,2025-11-01 08:15,2025-11-01 09:45,2025-11-01 08:15,2025-11-01 08:30,15.00,partial_overlap,Medium
2596,P062,Team Building,Project Discussion,Conference Room B,Conference Room B,2025-11-04 08:30,2025-11-04 10:00,2025-11-04 09:30,2025-11-04 10:30,2025-11-04 09:30,2025-11-04 10:00,30.00,partial_overlap,Medium
2597,P062,Tech Sharing,Requirements Analysis,Conference Room A,Conference Room A,2025-10-30 12:15,2025-10-30 12:45,2025-10-30 12:35,2025-10-30 13:05,2025-10-30 12:35,2025-10-30 12:45,10.00,partial_overlap,Low
2598,P062,Tech Sharing,Operations Check,Office Area 1,R&D Center,2025-11-04 15:15,2025-11-04 16:15,2025-11-04 16:00,2025-11-04 16:45,2025-11-04 16:00,2025-11-04 16:15,15.00,partial_overlap,Medium
2599,P062,Deployment,Testing Acceptance,Test Lab,Product Showcase,2025-11-11 16:00,2025-11-11 17:00,2025-11-11 15:15,2025-11-11 16:15,2025-11-11 16:00,2025-11-11 16:15,15.00,partial_overlap,Medium
2600,P062,Project Discussion,Deployment,Product Showcase,Conference Room C,2025-11-08 13:30,2025-11-08 14:00,2025-11-08 13:45,2025-11-08 14:30,2025-11-08 13:45,2025-11-08 14:00,15.00,partial_overlap,Medium
2601,P062,Project Discussion,Meeting,Product Showcase,Remote,2025-11-10 10:30,2025-11-10 11:15,2025-11-10 10:45,2025-11-10 11:30,2025-11-10 10:45,2025-11-10 11:15,30.00,partial_overlap,Medium
2602,P062,Project Discussion,Code Review,Product Showcase,Office Area 1,2025-11-10 10:30,2025-11-10 11:15,2025-11-10 11:11,2025-11-10 12:09,2025-11-10 11:11,2025-11-10 11:15,4.00,partial_overlap,Low
2603,P062,Brainstorming,Deployment,Product Showcase,Conference Room C,2025-11-08 14:00,2025-11-08 14:30,2025-11-08 13:45,2025-11-08 14:30,2025-11-08 14:00,2025-11-08 14:30,30.00,containment,Medium
2604,P062,Product Demo,Design Review,Test Lab,Client Reception,2025-11-10 08:30,2025-11-10 09:30,2025-11-10 08:45,2025-11-10 09:15,2025-11-10 08:45,2025-11-10 09:15,30.00,containment,Medium
2605,P062,Meeting,Code Review,Remote,Office Area 1,2025-11-10 10:45,2025-11-10 11:30,2025-11-10 11:11,2025-11-10 12:09,2025-11-10 11:11,2025-11-10 11:30,19.00,partial_overlap,Medium
2606,P062,Product Demo,Testing Acceptance,Cafe,Remote,2025-11-17 15:45,2025-11-17 16:15,2025-11-17 16:00,2025-11-17 16:45,2025-11-17 16:00,2025-11-17 16:15,15.00,partial_overlap,Medium
2607,P062,Product Demo,Brainstorming,Cafe,Break Room,2025-11-17 15:45,2025-11-17 16:15,2025-11-17 16:00,2025-11-17 16:30,2025-11-17 16:00,2025-11-17 16:15,15.00,partial_overlap,Medium
2608,P062,Operations Check,Training,Conference Room C,Conference Room A,2025-11-18 12:30,2025-11-18 13:15,2025-11-18 13:00,2025-11-18 13:45,2025-11-18 13:00,2025-11-18 13:15,15.00,partial_overlap,Medium
2609,P062,Operations Check,One-on-One,Conference Room C,Conference Room B,2025-11-18 12:30,2025-11-18 13:15,2025-11-18 12:40,2025-11-18 12:58,2025-11-18 12:40,2025-11-18 12:58,18.00,containment,Medium
2610,P062,Testing Acceptance,Requirements Analysis,Cafe,R&D Center,2025-11-19 17:45,2025-11-19 18:30,2025-11-19 17:45,2025-11-19 18:30,2025-11-19 17:45,2025-11-19 18:30,45.00,containment,Medium
2611,P062,Testing Acceptance,Testing Acceptance,Cafe,Conference Room B,2025-11-19 17:45,2025-11-19 18:30,2025-11-19 17:53,2025-11-19 18:35,2025-11-19 17:53,2025-11-19 18:30,37.00,partial_overlap,Medium
2612,P062,Testing Acceptance,Project Discussion,Cafe,Cafe,2025-11-19 17:45,2025-11-19 18:30,2025-11-19 18:05,2025-11-19 18:46,2025-11-19 18:05,2025-11-19 18:30,25.00,partial_overlap,Medium
2613,P062,Operations Check,Code Review,Office Area 2,Break Room,2025-11-14 15:00,2025-11-14 15:45,2025-11-14 15:10,2025-11-14 16:00,2025-11-14 15:10,2025-11-14 15:45,35.00,partial_overlap,Medium
2614,P062,Testing Acceptance,Brainstorming,Remote,Break Room,2025-11-17 16:00,2025-11-17 16:45,2025-11-17 16:00,2025-11-17 16:30,2025-11-17 16:00,2025-11-17 16:30,30.00,containment,Medium
2615,P062,Operations Check,One-on-One,Cafe,Conference Room C,2025-11-22 13:15,2025-11-22 14:00,2025-11-22 13:15,2025-11-22 13:30,2025-11-22 13:15,2025-11-22 13:30,15.00,containment,Medium
2616,P062,One-on-One,Requirements Analysis,Online Meeting,Office Area 2,2025-11-21 13:30,2025-11-21 14:00,2025-11-21 13:45,2025-11-21 14:30,2025-11-21 13:45,2025-11-21 14:00,15.00,partial_overlap,Medium
2617,P062,Requirements Analysis,Code Review,Office Area 2,Online Meeting,2025-11-21 13:45,2025-11-21 14:30,2025-11-21 14:00,2025-11-21 14:30,2025-11-21 14:00,2025-11-21 14:30,30.00,containment,Medium
2618,P062,Design Review,Deployment,Demo Hall,Remote,2025-11-24 14:45,2025-11-24 15:30,2025-11-24 15:15,2025-11-24 16:00,2025-11-24 15:15,2025-11-24 15:30,15.00,partial_overlap,Medium
2619,P062,Design Review,Code Review,Demo Hall,Office Area 2,2025-11-24 14:45,2025-11-24 15:30,2025-11-24 14:50,2025-11-24 15:28,2025-11-24 14:50,2025-11-24 15:28,38.00,containment,Medium
2620,P062,Requirements Analysis,Testing Acceptance,R&D Center,Conference Room B,2025-11-19 17:45,2025-11-19 18:30,2025-11-19 17:53,2025-11-19 18:35,2025-11-19 17:53,2025-11-19 18:30,37.00,partial_overlap,Medium
2621,P062,Requirements Analysis,Project Discussion,R&D Center,Cafe,2025-11-19 17:45,2025-11-19 18:30,2025-11-19 18:05,2025-11-19 18:46,2025-11-19 18:05,2025-11-19 18:30,25.00,partial_overlap,Medium
2622,P062,Deployment,Code Review,Remote,Office Area 2,2025-11-24 15:15,2025-11-24 16:00,2025-11-24 14:50,2025-11-24 15:28,2025-11-24 15:15,2025-11-24 15:28,13.00,partial_overlap,Low
2623,P062,Testing Acceptance,Project Discussion,Conference Room B,Cafe,2025-11-19 17:53,2025-11-19 18:35,2025-11-19 18:05,2025-11-19 18:46,2025-11-19 18:05,2025-11-19 18:35,30.00,partial_overlap,Medium
2624,P063,Training,Brainstorming,Client Reception,Demo Hall,2025-11-04 13:45,2025-11-04 14:45,2025-11-04 14:00,2025-11-04 14:30,2025-11-04 14:00,2025-11-04 14:30,30.00,containment,Medium
2625,P063,Training,Testing Acceptance,Client Reception,Conference Room B,2025-11-04 13:45,2025-11-04 14:45,2025-11-04 14:15,2025-11-04 14:36,2025-11-04 14:15,2025-11-04 14:36,21.00,containment,Medium
2626,P063,Brainstorming,Testing Acceptance,Demo Hall,Conference Room B,2025-11-04 14:00,2025-11-04 14:30,2025-11-04 14:15,2025-11-04 14:36,2025-11-04 14:15,2025-11-04 14:30,15.00,partial_overlap,Medium
2627,P063,Training,Requirements Analysis,Conference Room C,Remote,2025-11-11 11:45,2025-11-11 12:30,2025-11-11 11:45,2025-11-11 12:45,2025-11-11 11:45,2025-11-11 12:30,45.00,containment,Medium
2628,P063,Team Building,Testing Acceptance,R&D Center,Conference Room B,2025-11-07 12:45,2025-11-07 13:30,2025-11-07 12:54,2025-11-07 13:37,2025-11-07 12:54,2025-11-07 13:30,36.00,partial_overlap,Medium
2629,P063,Team Building,Team Building,R&D Center,Client Reception,2025-11-07 12:45,2025-11-07 13:30,2025-11-07 13:11,2025-11-07 13:27,2025-11-07 13:11,2025-11-07 13:27,16.00,containment,Medium
2630,P063,Team Building,Deployment,Office Area 2,Product Showcase,2025-11-13 10:30,2025-11-13 11:15,2025-11-13 10:45,2025-11-13 11:00,2025-11-13 10:45,2025-11-13 11:00,15.00,containment,Medium
2631,P063,Design Review,Tech Sharing,Online Meeting,Product Showcase,2025-11-10 16:45,2025-11-10 17:15,2025-11-10 17:03,2025-11-10 17:21,2025-11-10 17:03,2025-11-10 17:15,12.00,partial_overlap,Low
2632,P063,Training,Code Review,Conference Room A,Conference Room C,2025-11-13 12:15,2025-11-13 13:00,2025-11-13 12:30,2025-11-13 13:00,2025-11-13 12:30,2025-11-13 13:00,30.00,containment,Medium
2633,P063,Training,Design Review,Conference Room A,Test Lab,2025-11-13 12:15,2025-11-13 13:00,2025-11-13 12:00,2025-11-13 12:45,2025-11-13 12:15,2025-11-13 12:45,30.00,partial_overlap,Medium
2634,P063,Tech Sharing,Project Discussion,Remote,Conference Room C,2025-11-14 11:45,2025-11-14 12:30,2025-11-14 11:45,2025-11-14 12:00,2025-11-14 11:45,2025-11-14 12:00,15.00,containment,Medium
2635,P063,Code Review,Design Review,Conference Room C,Test Lab,2025-11-13 12:30,2025-11-13 13:00,2025-11-13 12:00,2025-11-13 12:45,2025-11-13 12:30,2025-11-13 12:45,15.00,partial_overlap,Medium
2636,P063,Client Visit,Client Visit,Client Reception,Break Room,2025-11-11 14:45,2025-11-11 15:45,2025-11-11 15:04,2025-11-11 15:54,2025-11-11 15:04,2025-11-11 15:45,41.00,partial_overlap,Medium
2637,P063,Testing Acceptance,Team Building,Conference Room B,Client Reception,2025-11-07 12:54,2025-11-07 13:37,2025-11-07 13:11,2025-11-07 13:27,2025-11-07 13:11,2025-11-07 13:27,16.00,containment,Medium
2638,P063,Requirements Analysis,Tech Sharing,R&D Center,Client Reception,2025-11-12 14:15,2025-11-12 14:30,2025-11-12 14:24,2025-11-12 15:05,2025-11-12 14:24,2025-11-12 14:30,6.00,partial_overlap,Low
2639,P063,Requirements Analysis,Meeting,R&D Center,Client Reception,2025-11-12 14:15,2025-11-12 14:30,2025-11-12 14:29,2025-11-12 14:45,2025-11-12 14:29,2025-11-12 14:30,1.00,partial_overlap,Low
2640,P063,Requirements Analysis,Tech Sharing,Remote,R&D Center,2025-11-21 10:15,2025-11-21 11:00,2025-11-21 10:15,2025-11-21 10:45,2025-11-21 10:15,2025-11-21 10:45,30.00,containment,Medium
2641,P063,Requirements Analysis,Client Visit,Remote,Training Room,2025-11-21 10:15,2025-11-21 11:00,2025-11-21 10:26,2025-11-21 10:52,2025-11-21 10:26,2025-11-21 10:52,26.00,containment,Medium
2642,P063,Client Visit,One-on-One,Remote,Product Showcase,2025-11-18 10:00,2025-11-18 10:15,2025-11-18 10:00,2025-11-18 10:15,2025-11-18 10:00,2025-11-18 10:15,15.00,containment,Medium
2643,P063,Tech Sharing,Client Visit,R&D Center,Training Room,2025-11-21 10:15,2025-11-21 10:45,2025-11-21 10:26,2025-11-21 10:52,2025-11-21 10:26,2025-11-21 10:45,19.00,partial_overlap,Medium
2644,P063,Product Demo,Testing Acceptance,Test Lab,R&D Center,2025-11-19 18:15,2025-11-19 19:00,2025-11-19 18:28,2025-11-19 19:03,2025-11-19 18:28,2025-11-19 19:00,32.00,partial_overlap,Medium
2645,P063,Project Discussion,Training,Test Lab,Product Showcase,2025-11-20 10:15,2025-11-20 10:45,2025-11-20 10:30,2025-11-20 10:45,2025-11-20 10:30,2025-11-20 10:45,15.00,containment,Medium
2646,P063,Project Discussion,Meeting,Remote,Conference Room B,2025-11-24 12:00,2025-11-24 12:15,2025-11-24 12:14,2025-11-24 12:30,2025-11-24 12:14,2025-11-24 12:15,1.00,partial_overlap,Low
2647,P063,Product Demo,Meeting,Conference Room A,Office Area 1,2025-11-24 18:00,2025-11-24 18:30,2025-11-24 18:22,2025-11-24 19:04,2025-11-24 18:22,2025-11-24 18:30,8.00,partial_overlap,Low
2648,P063,Code Review,Team Building,Remote,Cafe,2025-11-24 09:45,2025-11-24 10:30,2025-11-24 09:52,2025-11-24 10:09,2025-11-24 09:52,2025-11-24 10:09,17.00,containment,Medium
2649,P063,Tech Sharing,Meeting,Client Reception,Client Reception,2025-11-12 14:24,2025-11-12 15:05,2025-11-12 14:29,2025-11-12 14:45,2025-11-12 14:29,2025-11-12 14:45,16.00,containment,Medium
2650,P064,Deployment,Code Review,Product Showcase,Conference Room A,2025-11-01 13:30,2025-11-01 15:00,2025-11-01 13:48,2025-11-01 14:14,2025-11-01 13:48,2025-11-01 14:14,26.00,containment,Medium
2651,P064,Tech Sharing,Brainstorming,Office Area 1,Cafe,2025-10-31 15:00,2025-10-31 16:00,2025-10-31 15:30,2025-10-31 16:30,2025-10-31 15:30,2025-10-31 16:00,30.00,partial_overlap,Medium
2652,P064,Requirements Analysis,Tech Sharing,Conference Room B,Remote,2025-11-03 18:00,2025-11-03 19:00,2025-11-03 17:22,2025-11-03 18:05,2025-11-03 18:00,2025-11-03 18:05,5.00,partial_overlap,Low
2653,P064,Requirements Analysis,Design Review,Conference Room B,Office Area 2,2025-11-03 18:00,2025-11-03 19:00,2025-11-03 17:49,2025-11-03 18:13,2025-11-03 18:00,2025-11-03 18:13,13.00,partial_overlap,Low
2654,P064,Meeting,Meeting,Cafe,Break Room,2025-11-02 11:30,2025-11-02 12:00,2025-11-02 11:30,2025-11-02 12:30,2025-11-02 11:30,2025-11-02 12:00,30.00,containment,Medium
2655,P064,Product Demo,Tech Sharing,Training Room,Remote,2025-11-03 17:00,2025-11-03 17:45,2025-11-03 17:22,2025-11-03 18:05,2025-11-03 17:22,2025-11-03 17:45,23.00,partial_overlap,Medium
2656,P064,Tech Sharing,Design Review,Remote,Office Area 2,2025-11-03 17:22,2025-11-03 18:05,2025-11-03 17:49,2025-11-03 18:13,2025-11-03 17:49,2025-11-03 18:05,16.00,partial_overlap,Medium
2657,P064,Brainstorming,One-on-One,Conference Room B,Remote,2025-11-10 12:30,2025-11-10 13:30,2025-11-10 13:00,2025-11-10 14:00,2025-11-10 13:00,2025-11-10 13:30,30.00,partial_overlap,Medium
2658,P064,Brainstorming,One-on-One,Conference Room A,Office Area 2,2025-11-06 17:30,2025-11-06 18:00,2025-11-06 16:58,2025-11-06 17:54,2025-11-06 17:30,2025-11-06 17:54,24.00,partial_overlap,Medium
2659,P064,Testing Acceptance,Code Review,Client Reception,Conference Room A,2025-11-04 15:45,2025-11-04 16:15,2025-11-04 15:57,2025-11-04 16:50,2025-11-04 15:57,2025-11-04 16:15,18.00,partial_overlap,Medium
2660,P064,Training,Testing Acceptance,Test Lab,Training Room,2025-11-04 12:00,2025-11-04 12:30,2025-11-04 12:12,2025-11-04 13:04,2025-11-04 12:12,2025-11-04 12:30,18.00,partial_overlap,Medium
2661,P064,Team Building,One-on-One,Break Room,Training Room,2025-11-08 10:30,2025-11-08 11:30,2025-11-08 11:00,2025-11-08 11:45,2025-11-08 11:00,2025-11-08 11:30,30.00,partial_overlap,Medium
2662,P064,Product Demo,Requirements Analysis,Product Showcase,R&D Center,2025-11-08 13:45,2025-11-08 14:15,2025-11-08 13:30,2025-11-08 14:30,2025-11-08 13:45,2025-11-08 14:15,30.00,containment,Medium
2663,P064,Product Demo,Client Visit,Product Showcase,Client Reception,2025-11-08 13:45,2025-11-08 14:15,2025-11-08 14:12,2025-11-08 14:35,2025-11-08 14:12,2025-11-08 14:15,3.00,partial_overlap,Low
2664,P064,Product Demo,One-on-One,Conference Room C,Office Area 2,2025-11-06 16:30,2025-11-06 17:15,2025-11-06 16:58,2025-11-06 17:54,2025-11-06 16:58,2025-11-06 17:15,17.00,partial_overlap,Medium
2665,P064,Requirements Analysis,Client Visit,R&D Center,Client Reception,2025-11-08 13:30,2025-11-08 14:30,2025-11-08 14:12,2025-11-08 14:35,2025-11-08 14:12,2025-11-08 14:30,18.00,partial_overlap,Medium
2666,P064,Project Discussion,Deployment,Cafe,Online Meeting,2025-11-09 16:45,2025-11-09 17:30,2025-11-09 17:02,2025-11-09 17:17,2025-11-09 17:02,2025-11-09 17:17,15.00,containment,Medium
2667,P064,Code Review,Deployment,R&D Center,Demo Hall,2025-11-12 11:00,2025-11-12 11:45,2025-11-12 10:15,2025-11-12 11:15,2025-11-12 11:00,2025-11-12 11:15,15.00,partial_overlap,Medium
2668,P064,Code Review,Product Demo,Conference Room A,R&D Center,2025-11-11 18:45,2025-11-11 19:45,2025-11-11 18:53,2025-11-11 19:20,2025-11-11 18:53,2025-11-11 19:20,27.00,containment,Medium
2669,P064,Requirements Analysis,Deployment,Cafe,Conference Room C,2025-11-13 18:45,2025-11-13 19:15,2025-11-13 18:54,2025-11-13 19:30,2025-11-13 18:54,2025-11-13 19:15,21.00,partial_overlap,Medium
2670,P064,Operations Check,Testing Acceptance,Remote,Demo Hall,2025-11-17 15:45,2025-11-17 16:00,2025-11-17 15:52,2025-11-17 16:08,2025-11-17 15:52,2025-11-17 16:00,8.00,partial_overlap,Low
2671,P064,Code Review,Product Demo,Office Area 2,Conference Room B,2025-11-16 12:15,2025-11-16 13:00,2025-11-16 12:30,2025-11-16 13:15,2025-11-16 12:30,2025-11-16 13:00,30.00,partial_overlap,Medium
2672,P064,Meeting,Project Discussion,Remote,Online Meeting,2025-11-19 09:00,2025-11-19 09:30,2025-11-19 09:15,2025-11-19 09:30,2025-11-19 09:15,2025-11-19 09:30,15.00,containment,Medium
2673,P064,Project Discussion,Deployment,R&D Center,Conference Room C,2025-11-16 08:15,2025-11-16 08:30,2025-11-16 08:21,2025-11-16 09:14,2025-11-16 08:21,2025-11-16 08:30,9.00,partial_overlap,Low
2674,P064,Training,Requirements Analysis,Break Room,Break Room,2025-11-17 17:45,2025-11-17 18:00,2025-11-17 17:30,2025-11-17 18:15,2025-11-17 17:45,2025-11-17 18:00,15.00,containment,Medium
2675,P064,Training,Design Review,Remote,Online Meeting,2025-11-22 16:30,2025-11-22 17:00,2025-11-22 16:56,2025-11-22 17:17,2025-11-22 16:56,2025-11-22 17:00,4.00,partial_overlap,Low
2676,P064,Training,Code Review,Remote,Demo Hall,2025-11-22 16:30,2025-11-22 17:00,2025-11-22 16:38,2025-11-22 17:00,2025-11-22 16:38,2025-11-22 17:00,22.00,containment,Medium
2677,P064,Design Review,Product Demo,Test Lab,Conference Room B,2025-11-19 18:15,2025-11-19 19:00,2025-11-19 18:22,2025-11-19 19:20,2025-11-19 18:22,2025-11-19 19:00,38.00,partial_overlap,Medium
2678,P064,Testing Acceptance,Training,Training Room,R&D Center,2025-11-19 13:15,2025-11-19 13:45,2025-11-19 13:41,2025-11-19 14:22,2025-11-19 13:41,2025-11-19 13:45,4.00,partial_overlap,Low
2679,P064,Testing Acceptance,Team Building,Test Lab,Training Room,2025-11-21 09:00,2025-11-21 09:45,2025-11-21 09:15,2025-11-21 09:45,2025-11-21 09:15,2025-11-21 09:45,30.00,containment,Medium
2680,P064,Requirements Analysis,One-on-One,Break Room,Training Room,2025-11-17 17:30,2025-11-17 18:15,2025-11-17 17:30,2025-11-17 17:45,2025-11-17 17:30,2025-11-17 17:45,15.00,containment,Medium
2681,P064,Requirements Analysis,Brainstorming,Product Showcase,Demo Hall,2025-11-24 17:15,2025-11-24 18:00,2025-11-24 17:35,2025-11-24 18:31,2025-11-24 17:35,2025-11-24 18:00,25.00,partial_overlap,Medium
2682,P064,Design Review,Code Review,Online Meeting,Demo Hall,2025-11-22 16:56,2025-11-22 17:17,2025-11-22 16:38,2025-11-22 17:00,2025-11-22 16:56,2025-11-22 17:00,4.00,partial_overlap,Low
2683,P065,Project Discussion,Project Discussion,Conference Room A,Training Room,2025-11-04 10:30,2025-11-04 11:15,2025-11-04 10:56,2025-11-04 11:37,2025-11-04 10:56,2025-11-04 11:15,19.00,partial_overlap,Medium
2684,P065,Product Demo,Training,Conference Room C,Break Room,2025-11-04 17:15,2025-11-04 18:15,2025-11-04 17:45,2025-11-04 18:10,2025-11-04 17:45,2025-11-04 18:10,25.00,containment,Medium
2685,P065,Brainstorming,Code Review,Online Meeting,Training Room,2025-11-05 11:00,2025-11-05 11:45,2025-11-05 11:11,2025-11-05 11:29,2025-11-05 11:11,2025-11-05 11:29,18.00,containment,Medium
2686,P065,Code Review,Client Visit,Office Area 2,Office Area 1,2025-11-08 11:00,2025-11-08 11:30,2025-11-08 11:15,2025-11-08 12:15,2025-11-08 11:15,2025-11-08 11:30,15.00,partial_overlap,Medium
2687,P065,Meeting,Project Discussion,Cafe,Office Area 1,2025-11-12 15:00,2025-11-12 15:45,2025-11-12 15:30,2025-11-12 16:15,2025-11-12 15:30,2025-11-12 15:45,15.00,partial_overlap,Medium
2688,P065,Meeting,Product Demo,Cafe,Conference Room A,2025-11-12 15:00,2025-11-12 15:45,2025-11-12 15:07,2025-11-12 15:24,2025-11-12 15:07,2025-11-12 15:24,17.00,containment,Medium
2689,P065,One-on-One,Training,Conference Room A,Cafe,2025-11-09 14:30,2025-11-09 15:00,2025-11-09 14:45,2025-11-09 15:30,2025-11-09 14:45,2025-11-09 15:00,15.00,partial_overlap,Medium
2690,P065,Code Review,Deployment,Conference Room A,Break Room,2025-11-10 15:00,2025-11-10 15:45,2025-11-10 15:29,2025-11-10 16:25,2025-11-10 15:29,2025-11-10 15:45,16.00,partial_overlap,Medium
2691,P065,Requirements Analysis,Deployment,Product Showcase,R&D Center,2025-11-13 11:15,2025-11-13 11:45,2025-11-13 11:15,2025-11-13 11:30,2025-11-13 11:15,2025-11-13 11:30,15.00,containment,Medium
2692,P065,Project Discussion,Project Discussion,Client Reception,Demo Hall,2025-11-17 08:00,2025-11-17 08:30,2025-11-17 08:24,2025-11-17 08:54,2025-11-17 08:24,2025-11-17 08:30,6.00,partial_overlap,Low
2693,P065,Brainstorming,Project Discussion,Training Room,Demo Hall,2025-11-17 08:30,2025-11-17 09:15,2025-11-17 08:24,2025-11-17 08:54,2025-11-17 08:30,2025-11-17 08:54,24.00,partial_overlap,Medium
2694,P065,Training,Tech Sharing,Conference Room A,Break Room,2025-11-18 14:30,2025-11-18 14:45,2025-11-18 14:15,2025-11-18 15:00,2025-11-18 14:30,2025-11-18 14:45,15.00,containment,Medium
2695,P065,Training,Design Review,Conference Room A,Demo Hall,2025-11-18 14:30,2025-11-18 14:45,2025-11-18 14:37,2025-11-18 15:29,2025-11-18 14:37,2025-11-18 14:45,8.00,partial_overlap,Low
2696,P065,Code Review,One-on-One,Remote,Conference Room B,2025-11-19 11:15,2025-11-19 11:45,2025-11-19 11:15,2025-11-19 11:30,2025-11-19 11:15,2025-11-19 11:30,15.00,containment,Medium
2697,P065,Requirements Analysis,Requirements Analysis,Break Room,Office Area 1,2025-11-17 14:30,2025-11-17 15:00,2025-11-17 14:15,2025-11-17 15:00,2025-11-17 14:30,2025-11-17 15:00,30.00,containment,Medium
2698,P065,Meeting,Project Discussion,Office Area 1,Demo Hall,2025-11-15 11:45,2025-11-15 12:15,2025-11-15 11:45,2025-11-15 12:00,2025-11-15 11:45,2025-11-15 12:00,15.00,containment,Medium
2699,P065,Meeting,Meeting,R&D Center,Conference Room C,2025-11-20 13:00,2025-11-20 13:30,2025-11-20 12:42,2025-11-20 13:34,2025-11-20 13:00,2025-11-20 13:30,30.00,containment,Medium
2700,P065,Deployment,Testing Acceptance,Remote,Office Area 1,2025-11-20 18:00,2025-11-20 18:30,2025-11-20 18:15,2025-11-20 18:45,2025-11-20 18:15,2025-11-20 18:30,15.00,partial_overlap,Medium
2701,P065,Training,Code Review,Cafe,Conference Room C,2025-11-18 15:45,2025-11-18 16:00,2025-11-18 15:45,2025-11-18 16:00,2025-11-18 15:45,2025-11-18 16:00,15.00,containment,Medium
2702,P065,Brainstorming,Meeting,Client Reception,Conference Room C,2025-11-20 12:15,2025-11-20 13:00,2025-11-20 12:42,2025-11-20 13:34,2025-11-20 12:42,2025-11-20 13:00,18.00,partial_overlap,Medium
2703,P065,One-on-One,Product Demo,Office Area 1,Break Room,2025-11-17 10:30,2025-11-17 10:45,2025-11-17 10:30,2025-11-17 10:45,2025-11-17 10:30,2025-11-17 10:45,15.00,containment,Medium
2704,P065,Requirements Analysis,One-on-One,Cafe,Remote,2025-11-19 12:45,2025-11-19 13:15,2025-11-19 12:00,2025-11-19 12:48,2025-11-19 12:45,2025-11-19 12:48,3.00,partial_overlap,Low
2705,P065,Meeting,Deployment,Break Room,Demo Hall,2025-11-21 09:00,2025-11-21 09:15,2025-11-21 09:12,2025-11-21 09:27,2025-11-21 09:12,2025-11-21 09:15,3.00,partial_overlap,Low
2706,P065,Product Demo,Tech Sharing,Office Area 1,Client Reception,2025-11-17 18:00,2025-11-17 18:45,2025-11-17 18:30,2025-11-17 18:45,2025-11-17 18:30,2025-11-17 18:45,15.00,containment,Medium
2707,P065,Tech Sharing,Design Review,Break Room,Demo Hall,2025-11-18 14:15,2025-11-18 15:00,2025-11-18 14:37,2025-11-18 15:29,2025-11-18 14:37,2025-11-18 15:00,23.00,partial_overlap,Medium
2708,P065,Client Visit,Project Discussion,Training Room,R&D Center,2025-11-23 14:00,2025-11-23 14:45,2025-11-23 14:00,2025-11-23 14:15,2025-11-23 14:00,2025-11-23 14:15,15.00,containment,Medium
2709,P065,Testing Acceptance,Project Discussion,Office Area 1,Training Room,2025-11-20 18:15,2025-11-20 18:45,2025-11-20 18:35,2025-11-20 19:29,2025-11-20 18:35,2025-11-20 18:45,10.00,partial_overlap,Low
2710,P066,Client Visit,Operations Check,Conference Room B,Training Room,2025-10-31 08:00,2025-10-31 08:45,2025-10-31 08:00,2025-10-31 09:30,2025-10-31 08:00,2025-10-31 08:45,45.00,containment,Medium
2711,P066,Design Review,Client Visit,Test Lab,Cafe,2025-11-04 17:45,2025-11-04 19:15,2025-11-04 18:12,2025-11-04 18:32,2025-11-04 18:12,2025-11-04 18:32,20.00,containment,Medium
2712,P066,Design Review,Training,Test Lab,Client Reception,2025-11-04 17:45,2025-11-04 19:15,2025-11-04 18:30,2025-11-04 18:53,2025-11-04 18:30,2025-11-04 18:53,23.00,containment,Medium
2713,P066,Testing Acceptance,Product Demo,Client Reception,Break Room,2025-11-06 14:45,2025-11-06 15:30,2025-11-06 13:58,2025-11-06 14:46,2025-11-06 14:45,2025-11-06 14:46,1.00,partial_overlap,Low
2714,P066,Client Visit,Training,Cafe,Client Reception,2025-11-04 18:12,2025-11-04 18:32,2025-11-04 18:30,2025-11-04 18:53,2025-11-04 18:30,2025-11-04 18:32,2.00,partial_overlap,Low
2715,P066,One-on-One,Operations Check,Client Reception,Client Reception,2025-11-11 14:45,2025-11-11 15:15,2025-11-11 14:45,2025-11-11 15:45,2025-11-11 14:45,2025-11-11 15:15,30.00,containment,Medium
2716,P066,Testing Acceptance,Product Demo,Cafe,Break Room,2025-11-06 13:45,2025-11-06 14:30,2025-11-06 13:58,2025-11-06 14:46,2025-11-06 13:58,2025-11-06 14:30,32.00,partial_overlap,Medium
2717,P066,Team Building,Code Review,Training Room,Conference Room A,2025-11-12 15:15,2025-11-12 15:45,2025-11-12 14:45,2025-11-12 15:30,2025-11-12 15:15,2025-11-12 15:30,15.00,partial_overlap,Medium
2718,P066,Team Building,Tech Sharing,Training Room,Client Reception,2025-11-12 15:15,2025-11-12 15:45,2025-11-12 14:30,2025-11-12 15:30,2025-11-12 15:15,2025-11-12 15:30,15.00,partial_overlap,Medium
2719,P066,Operations Check,Team Building,Remote,Conference Room A,2025-11-12 12:30,2025-11-12 13:00,2025-11-12 12:46,2025-11-12 13:34,2025-11-12 12:46,2025-11-12 13:00,14.00,partial_overlap,Low
