conflict_id,person_id,activity_1,activity_2,time_interval,conflict_type,overlap_minutes,severity
3116,P080,Operations Check,Meeting,2025-11-07 17:00 - 2025-11-07 17:15,partial overlap,15,Medium
3117,P080,Product Demo,Design Review,2025-11-05 13:16 - 2025-11-05 13:30,partial overlap,14,Low
3118,P080,Testing Acceptance,Team Building,2025-11-07 12:15 - 2025-11-07 12:30,partial overlap,15,Medium
3119,P080,Meeting,Team Building,2025-11-07 12:25 - 2025-11-07 12:30,partial overlap,5,Low
3120,P080,Deployment,Requirements Analysis,2025-11-10 15:45 - 2025-11-10 16:15,containment,30,Medium
3121,P080,Design Review,Requirements Analysis,2025-11-10 16:07 - 2025-11-10 16:15,partial overlap,8,Low
3122,P080,Testing Acceptance,Deployment,2025-11-12 14:00 - 2025-11-12 14:15,partial overlap,15,Medium
3123,P080,Requirements Analysis,Deployment,2025-11-12 14:11 - 2025-11-12 14:30,partial overlap,19,Medium
3124,P080,Meeting,Testing Acceptance,2025-11-07 12:25 - 2025-11-07 12:51,containment,26,Medium
3125,P080,Deployment,Requirements Analysis,2025-11-07 14:30 - 2025-11-07 15:00,containment,30,Medium
3126,P080,One-on-One,Requirements Analysis,2025-11-07 14:36 - 2025-11-07 15:00,partial overlap,24,Medium
3127,P080,One-on-One,Deployment,2025-11-07 14:36 - 2025-11-07 15:00,partial overlap,24,Medium
3128,P080,Design Review,Client Visit,2025-11-08 17:50 - 2025-11-08 18:11,containment,21,Medium
3129,P080,Requirements Analysis,Testing Acceptance,2025-11-12 14:11 - 2025-11-12 14:15,partial overlap,4,Low
3130,P080,Design Review,Deployment,2025-11-10 16:07 - 2025-11-10 16:15,partial overlap,8,Low
3131,P080,Training,Code Review,2025-11-17 17:00 - 2025-11-17 17:15,containment,15,Medium
3132,P080,Requirements Analysis,Code Review,2025-11-14 08:15 - 2025-11-14 08:30,partial overlap,15,Medium
3133,P080,Deployment,Meeting,2025-11-12 10:41 - 2025-11-12 10:45,partial overlap,4,Low
3134,P080,Operations Check,One-on-One,2025-11-14 11:45 - 2025-11-14 12:15,partial overlap,30,Medium
3135,P080,Project Discussion,One-on-One,2025-11-14 11:45 - 2025-11-14 12:04,containment,19,Medium
3136,P080,Project Discussion,Product Demo,2025-11-19 18:30 - 2025-11-19 18:31,partial overlap,1,Low
3137,P080,Team Building,Client Visit,2025-11-19 09:30 - 2025-11-19 09:45,containment,15,Medium
3138,P080,Testing Acceptance,Product Demo,2025-11-18 13:45 - 2025-11-18 14:00,containment,15,Medium
3139,P080,Testing Acceptance,Product Demo,2025-11-18 14:12 - 2025-11-18 14:30,partial overlap,18,Medium
3140,P080,Project Discussion,Operations Check,2025-11-14 11:45 - 2025-11-14 12:04,containment,19,Medium
3141,P080,Tech Sharing,Meeting,2025-11-21 16:00 - 2025-11-21 16:15,containment,15,Medium
3142,P080,Code Review,Project Discussion,2025-11-18 08:45 - 2025-11-18 09:00,containment,15,Medium
3143,P080,Testing Acceptance,Client Visit,2025-11-21 11:13 - 2025-11-21 11:15,partial overlap,2,Low
3144,P080,Project Discussion,Team Building,2025-11-19 17:40 - 2025-11-19 18:30,containment,50,High
3145,P081,Code Review,Code Review,2025-11-01 16:45 - 2025-11-01 17:30,partial overlap,45,High
3146,P081,Operations Check,Code Review,2025-11-01 16:46 - 2025-11-01 17:30,partial overlap,44,Medium
3147,P081,Team Building,Meeting,2025-11-02 10:15 - 2025-11-02 11:00,containment,45,High
3148,P081,Operations Check,Code Review,2025-11-01 16:46 - 2025-11-01 17:38,containment,52,High
3149,P081,Training,Code Review,2025-11-07 10:15 - 2025-11-07 10:30,partial overlap,15,Medium
3150,P081,Project Discussion,Code Review,2025-11-07 10:35 - 2025-11-07 10:58,containment,23,Medium
3151,P081,Team Building,Requirements Analysis,2025-11-04 17:58 - 2025-11-04 18:30,partial overlap,32,Medium
3152,P081,Design Review,Requirements Analysis,2025-11-04 17:59 - 2025-11-04 18:30,partial overlap,31,Medium
3153,P081,Client Visit,Requirements Analysis,2025-11-04 18:14 - 2025-11-04 18:30,partial overlap,16,Medium
3154,P081,Training,Operations Check,2025-11-06 10:00 - 2025-11-06 10:45,containment,45,High
3155,P081,Deployment,Brainstorming,2025-11-08 12:12 - 2025-11-08 12:33,containment,21,Medium
3156,P081,Client Visit,Brainstorming,2025-11-08 14:26 - 2025-11-08 15:00,partial overlap,34,Medium
3157,P081,Code Review,Requirements Analysis,2025-11-14 10:30 - 2025-11-14 10:45,partial overlap,15,Medium
3158,P081,Operations Check,Requirements Analysis,2025-11-14 10:35 - 2025-11-14 11:03,containment,28,Medium
3159,P081,Project Discussion,Requirements Analysis,2025-11-14 10:55 - 2025-11-14 11:15,partial overlap,20,Medium
3160,P081,Product Demo,Requirements Analysis,2025-11-14 11:00 - 2025-11-14 11:15,partial overlap,15,Medium
3161,P081,Operations Check,Code Review,2025-11-14 10:35 - 2025-11-14 10:45,partial overlap,10,Low
3162,P081,Tech Sharing,Operations Check,2025-11-09 10:40 - 2025-11-09 11:00,partial overlap,20,Medium
3163,P081,Tech Sharing,Operations Check,2025-11-09 10:55 - 2025-11-09 11:00,partial overlap,5,Low
3164,P081,Product Demo,Design Review,2025-11-17 09:30 - 2025-11-17 10:00,partial overlap,30,Medium
3165,P081,Deployment,Design Review,2025-11-17 09:45 - 2025-11-17 10:15,partial overlap,30,Medium
3166,P081,Operations Check,Project Discussion,2025-11-14 10:55 - 2025-11-14 11:03,partial overlap,8,Low
3167,P081,Product Demo,Project Discussion,2025-11-14 11:00 - 2025-11-14 11:22,containment,22,Medium
3168,P081,Team Building,Design Review,2025-11-04 17:59 - 2025-11-04 18:31,partial overlap,32,Medium
3169,P081,Client Visit,Design Review,2025-11-04 18:14 - 2025-11-04 18:37,containment,23,Medium
3170,P081,Tech Sharing,Tech Sharing,2025-11-09 10:55 - 2025-11-09 11:08,partial overlap,13,Low
3171,P081,Operations Check,Product Demo,2025-11-14 11:00 - 2025-11-14 11:03,partial overlap,3,Low
3172,P081,Product Demo,Deployment,2025-11-17 09:45 - 2025-11-17 10:00,partial overlap,15,Medium
3173,P081,Client Visit,Team Building,2025-11-04 18:14 - 2025-11-04 18:31,partial overlap,17,Medium
3174,P081,Requirements Analysis,Deployment,2025-11-18 15:15 - 2025-11-18 15:17,partial overlap,2,Low
3175,P081,Project Discussion,Meeting,2025-11-17 17:45 - 2025-11-17 18:00,partial overlap,15,Medium
3176,P081,Client Visit,Meeting,2025-11-17 17:53 - 2025-11-17 18:00,partial overlap,7,Low
3177,P081,Requirements Analysis,Deployment,2025-11-18 14:30 - 2025-11-18 15:15,containment,45,High
3178,P081,Testing Acceptance,Code Review,2025-11-19 17:45 - 2025-11-19 18:00,containment,15,Medium
3179,P081,Meeting,Training,2025-11-21 13:15 - 2025-11-21 13:45,partial overlap,30,Medium
3180,P081,Client Visit,Project Discussion,2025-11-17 17:53 - 2025-11-17 18:08,containment,15,Medium
3181,P081,Client Visit,Operations Check,2025-11-25 19:09 - 2025-11-25 19:15,partial overlap,6,Low
3182,P081,Operations Check,Project Discussion,2025-11-18 12:23 - 2025-11-18 12:45,partial overlap,22,Medium
3183,P081,Code Review,Client Visit,2025-11-25 19:25 - 2025-11-25 19:51,partial overlap,26,Medium
3184,P082,Tech Sharing,Code Review,2025-11-03 12:15 - 2025-11-03 12:30,partial overlap,15,Medium
3185,P082,Meeting,One-on-One,2025-10-27 13:21 - 2025-10-27 13:49,containment,28,Medium
3186,P082,Client Visit,Design Review,2025-11-02 16:34 - 2025-11-02 17:03,containment,29,Medium
3187,P082,One-on-One,Design Review,2025-11-02 17:00 - 2025-11-02 17:15,partial overlap,15,Medium
3188,P082,Project Discussion,Code Review,2025-11-04 09:30 - 2025-11-04 09:45,partial overlap,15,Medium
3189,P082,Client Visit,One-on-One,2025-11-02 17:00 - 2025-11-02 17:03,partial overlap,3,Low
3190,P082,Testing Acceptance,Training,2025-11-05 14:56 - 2025-11-05 15:30,containment,34,Medium
3191,P082,Project Discussion,Code Review,2025-11-04 09:08 - 2025-11-04 09:30,partial overlap,22,Medium
3192,P082,Project Discussion,Code Review,2025-11-07 11:45 - 2025-11-07 12:15,containment,30,Medium
3193,P082,Operations Check,One-on-One,2025-11-11 17:55 - 2025-11-11 18:30,partial overlap,35,Medium
3194,P082,Operations Check,Training,2025-11-11 18:45 - 2025-11-11 18:53,partial overlap,8,Low
3195,P082,Project Discussion,Product Demo,2025-11-10 09:28 - 2025-11-10 09:30,partial overlap,2,Low
3196,P082,Team Building,Team Building,2025-11-12 18:45 - 2025-11-12 19:15,partial overlap,30,Medium
3197,P082,Client Visit,Design Review,2025-11-10 12:00 - 2025-11-10 12:30,partial overlap,30,Medium
3198,P082,Code Review,Design Review,2025-11-10 12:06 - 2025-11-10 12:30,partial overlap,24,Medium
3199,P082,Brainstorming,Design Review,2025-11-10 12:20 - 2025-11-10 12:30,partial overlap,10,Low
3200,P082,Code Review,Client Visit,2025-11-10 12:06 - 2025-11-10 12:35,containment,29,Medium
3201,P082,Brainstorming,Client Visit,2025-11-10 12:20 - 2025-11-10 12:45,containment,25,Medium
3202,P082,Brainstorming,Code Review,2025-11-10 12:20 - 2025-11-10 12:35,partial overlap,15,Medium
3203,P082,Client Visit,Product Demo,2025-11-15 13:15 - 2025-11-15 13:56,partial overlap,41,Medium
3204,P082,Training,Meeting,2025-11-19 14:35 - 2025-11-19 14:55,containment,20,Medium
3205,P082,Code Review,Meeting,2025-11-19 14:57 - 2025-11-19 15:00,partial overlap,3,Low
3206,P082,Client Visit,Requirements Analysis,2025-11-15 13:04 - 2025-11-15 13:15,partial overlap,11,Low
3207,P082,Requirements Analysis,Requirements Analysis,2025-11-17 17:30 - 2025-11-17 17:45,containment,15,Medium
3208,P082,Deployment,Requirements Analysis,2025-11-19 11:00 - 2025-11-19 11:15,partial overlap,15,Medium
3209,P082,Deployment,Operations Check,2025-11-19 10:30 - 2025-11-19 10:45,partial overlap,15,Medium
3210,P082,Training,Client Visit,2025-11-15 19:12 - 2025-11-15 19:30,partial overlap,18,Medium
3211,P082,Training,Training,2025-11-25 11:14 - 2025-11-25 11:45,partial overlap,31,Medium
3212,P083,Testing Acceptance,Tech Sharing,2025-11-02 16:16 - 2025-11-02 17:00,partial overlap,44,Medium
3213,P083,Project Discussion,Product Demo,2025-11-01 16:40 - 2025-11-01 17:15,partial overlap,35,Medium
3214,P083,Tech Sharing,Brainstorming,2025-11-04 08:57 - 2025-11-04 09:36,containment,39,Medium
3215,P083,Code Review,One-on-One,2025-11-12 10:45 - 2025-11-12 11:15,containment,30,Medium
3216,P083,Requirements Analysis,One-on-One,2025-11-12 10:45 - 2025-11-12 11:15,containment,30,Medium
3217,P083,Code Review,Requirements Analysis,2025-11-12 10:45 - 2025-11-12 11:15,partial overlap,30,Medium
3218,P083,Code Review,Deployment,2025-11-14 18:15 - 2025-11-14 18:45,partial overlap,30,Medium
3219,P083,Deployment,Deployment,2025-11-14 18:40 - 2025-11-14 19:00,partial overlap,20,Medium
3220,P083,Design Review,Deployment,2025-11-14 18:45 - 2025-11-14 19:00,partial overlap,15,Medium
3221,P083,Meeting,Deployment,2025-11-14 18:58 - 2025-11-14 19:00,partial overlap,2,Low
3222,P083,Requirements Analysis,Tech Sharing,2025-11-12 13:38 - 2025-11-12 14:15,partial overlap,37,Medium
3223,P083,Design Review,Deployment,2025-11-09 12:15 - 2025-11-09 12:30,partial overlap,15,Medium
3224,P083,Deployment,Design Review,2025-11-14 18:45 - 2025-11-14 19:28,partial overlap,43,Medium
3225,P083,Meeting,Design Review,2025-11-14 18:58 - 2025-11-14 19:19,containment,21,Medium
3226,P083,Testing Acceptance,Client Visit,2025-11-11 17:24 - 2025-11-11 17:45,partial overlap,21,Medium
3227,P083,Deployment,Operations Check,2025-11-14 08:45 - 2025-11-14 09:00,containment,15,Medium
3228,P083,Meeting,Meeting,2025-11-15 11:30 - 2025-11-15 11:45,partial overlap,15,Medium
3229,P083,Training,Meeting,2025-11-17 15:42 - 2025-11-17 16:00,partial overlap,18,Medium
3230,P083,Code Review,Deployment,2025-11-14 18:40 - 2025-11-14 18:45,partial overlap,5,Low
3231,P083,Meeting,Deployment,2025-11-14 18:58 - 2025-11-14 19:19,containment,21,Medium
3232,P083,One-on-One,Code Review,2025-11-16 09:30 - 2025-11-16 09:45,containment,15,Medium
3233,P083,Tech Sharing,Tech Sharing,2025-11-19 14:00 - 2025-11-19 14:30,containment,30,Medium
3234,P083,Requirements Analysis,Tech Sharing,2025-11-18 13:30 - 2025-11-18 13:45,partial overlap,15,Medium
3235,P083,Tech Sharing,Brainstorming,2025-11-14 10:27 - 2025-11-14 11:00,partial overlap,33,Medium
3236,P083,Training,Training,2025-11-17 08:15 - 2025-11-17 08:45,partial overlap,30,Medium
3237,P083,One-on-One,Brainstorming,2025-11-21 16:15 - 2025-11-21 16:45,containment,30,Medium
3238,P083,Testing Acceptance,Tech Sharing,2025-11-15 14:43 - 2025-11-15 15:06,containment,23,Medium
3239,P083,Deployment,Tech Sharing,2025-11-15 14:58 - 2025-11-15 15:15,partial overlap,17,Medium
3240,P083,One-on-One,Brainstorming,2025-11-18 18:45 - 2025-11-18 19:15,full overlap,30,Medium
3241,P083,Product Demo,Brainstorming,2025-11-18 18:50 - 2025-11-18 19:15,partial overlap,25,Medium
3242,P083,Product Demo,One-on-One,2025-11-18 18:50 - 2025-11-18 19:15,partial overlap,25,Medium
3243,P083,One-on-One,Meeting,2025-11-20 09:30 - 2025-11-20 09:45,containment,15,Medium
3244,P083,One-on-One,Meeting,2025-11-20 09:43 - 2025-11-20 10:15,partial overlap,32,Medium
3245,P083,Tech Sharing,Tech Sharing,2025-11-20 17:10 - 2025-11-20 17:30,partial overlap,20,Medium
3246,P083,One-on-One,One-on-One,2025-11-20 09:43 - 2025-11-20 09:45,partial overlap,2,Low
3247,P083,Testing Acceptance,Deployment,2025-11-15 14:58 - 2025-11-15 15:06,partial overlap,8,Low
3248,P084,Operations Check,Training,2025-11-06 12:30 - 2025-11-06 12:45,partial overlap,15,Medium
3249,P084,Project Discussion,Project Discussion,2025-11-03 11:38 - 2025-11-03 12:00,partial overlap,22,Medium
3250,P084,Operations Check,Project Discussion,2025-11-11 17:14 - 2025-11-11 17:30,partial overlap,16,Medium
3251,P084,Deployment,Tech Sharing,2025-11-06 15:09 - 2025-11-06 15:27,containment,18,Medium
3252,P084,Design Review,Tech Sharing,2025-11-07 10:06 - 2025-11-07 10:30,partial overlap,24,Medium
3253,P084,Team Building,Brainstorming,2025-11-13 18:30 - 2025-11-13 19:00,containment,30,Medium
3254,P084,Tech Sharing,One-on-One,2025-11-09 14:30 - 2025-11-09 15:00,containment,30,Medium
3255,P084,Testing Acceptance,One-on-One,2025-11-09 13:30 - 2025-11-09 14:15,partial overlap,45,High
3256,P084,Tech Sharing,Meeting,2025-11-17 10:42 - 2025-11-17 11:00,partial overlap,18,Medium
3257,P084,Code Review,Tech Sharing,2025-11-16 11:30 - 2025-11-16 12:00,containment,30,Medium
3258,P084,Code Review,Design Review,2025-11-16 14:15 - 2025-11-16 14:30,containment,15,Medium
3259,P084,Project Discussion,Requirements Analysis,2025-11-17 12:30 - 2025-11-17 12:45,containment,15,Medium
3260,P084,Operations Check,Design Review,2025-11-21 15:15 - 2025-11-21 15:30,containment,15,Medium
3261,P084,Client Visit,One-on-One,2025-11-18 18:30 - 2025-11-18 18:45,partial overlap,15,Medium
3262,P084,Operations Check,One-on-One,2025-11-22 09:01 - 2025-11-22 09:30,partial overlap,29,Medium
3263,P084,Brainstorming,One-on-One,2025-11-22 09:09 - 2025-11-22 09:30,partial overlap,21,Medium
3264,P084,Requirements Analysis,Tech Sharing,2025-11-23 16:18 - 2025-11-23 16:30,partial overlap,12,Low
3265,P084,Code Review,One-on-One,2025-11-21 09:45 - 2025-11-21 10:00,containment,15,Medium
3266,P084,Meeting,Tech Sharing,2025-11-24 11:03 - 2025-11-24 11:30,partial overlap,27,Medium
3267,P084,Meeting,Code Review,2025-11-21 10:00 - 2025-11-21 10:15,partial overlap,15,Medium
3268,P084,Tech Sharing,Code Review,2025-11-21 10:08 - 2025-11-21 10:15,partial overlap,7,Low
3269,P084,Tech Sharing,Meeting,2025-11-21 10:08 - 2025-11-21 10:30,partial overlap,22,Medium
3270,P084,Training,Brainstorming,2025-11-20 10:50 - 2025-11-20 11:23,containment,33,Medium
3271,P084,Operations Check,Brainstorming,2025-11-22 09:09 - 2025-11-22 09:48,containment,39,Medium
3272,P085,Requirements Analysis,Code Review,2025-11-04 15:00 - 2025-11-04 15:45,containment,45,High
3273,P085,Testing Acceptance,Code Review,2025-11-04 15:30 - 2025-11-04 16:00,partial overlap,30,Medium
3274,P085,Requirements Analysis,Testing Acceptance,2025-11-04 15:30 - 2025-11-04 15:45,partial overlap,15,Medium
3275,P085,Client Visit,Project Discussion,2025-11-01 08:22 - 2025-11-01 08:30,partial overlap,8,Low
3276,P085,Meeting,One-on-One,2025-11-09 08:11 - 2025-11-09 08:37,containment,26,Medium
3277,P085,Team Building,Requirements Analysis,2025-11-10 10:15 - 2025-11-10 11:00,partial overlap,45,High
3278,P085,Operations Check,Team Building,2025-11-12 14:45 - 2025-11-12 15:15,containment,30,Medium
3279,P085,Deployment,Product Demo,2025-11-07 14:15 - 2025-11-07 15:00,containment,45,High
3280,P085,Product Demo,Project Discussion,2025-11-13 14:30 - 2025-11-13 15:00,containment,30,Medium
3281,P085,Training,Meeting,2025-11-10 12:51 - 2025-11-10 13:14,containment,23,Medium
3282,P085,Code Review,Meeting,2025-11-10 13:09 - 2025-11-10 13:15,partial overlap,6,Low
3283,P085,Design Review,Testing Acceptance,2025-11-13 10:15 - 2025-11-13 11:00,full overlap,45,High
3284,P085,Code Review,One-on-One,2025-11-11 18:00 - 2025-11-11 18:30,partial overlap,30,Medium
3285,P085,Tech Sharing,One-on-One,2025-11-15 15:15 - 2025-11-15 15:30,containment,15,Medium
3286,P085,Requirements Analysis,Operations Check,2025-11-13 15:45 - 2025-11-13 16:30,containment,45,High
3287,P085,Testing Acceptance,Deployment,2025-11-17 18:06 - 2025-11-17 18:25,containment,19,Medium
3288,P085,Code Review,Training,2025-11-10 13:09 - 2025-11-10 13:14,partial overlap,5,Low
3289,P085,Client Visit,Team Building,2025-11-19 17:30 - 2025-11-19 17:45,partial overlap,15,Medium
3290,P085,Tech Sharing,Team Building,2025-11-19 17:30 - 2025-11-19 18:00,full overlap,30,Medium
3291,P085,One-on-One,Team Building,2025-11-19 17:56 - 2025-11-19 18:00,partial overlap,4,Low
3292,P085,One-on-One,Product Demo,2025-11-20 11:30 - 2025-11-20 11:57,partial overlap,27,Medium
3293,P085,Code Review,Product Demo,2025-11-20 11:30 - 2025-11-20 11:45,containment,15,Medium
3294,P085,One-on-One,Design Review,2025-11-19 18:15 - 2025-11-19 18:31,partial overlap,16,Medium
3295,P085,Design Review,Requirements Analysis,2025-11-14 18:36 - 2025-11-14 18:45,partial overlap,9,Low
3296,P085,One-on-One,Meeting,2025-11-20 11:07 - 2025-11-20 11:30,partial overlap,23,Medium
3297,P085,Code Review,Design Review,2025-11-21 17:20 - 2025-11-21 17:30,partial overlap,10,Low
3298,P085,One-on-One,Code Review,2025-11-20 11:30 - 2025-11-20 11:45,containment,15,Medium
3299,P085,Requirements Analysis,Team Building,2025-11-22 11:45 - 2025-11-22 12:00,partial overlap,15,Medium
3300,P085,Tech Sharing,Client Visit,2025-11-19 17:30 - 2025-11-19 17:45,partial overlap,15,Medium
3301,P085,One-on-One,Deployment,2025-11-20 15:50 - 2025-11-20 16:15,partial overlap,25,Medium
3302,P085,Code Review,Client Visit,2025-11-25 17:53 - 2025-11-25 18:12,containment,19,Medium
3303,P085,One-on-One,Tech Sharing,2025-11-19 17:56 - 2025-11-19 18:00,partial overlap,4,Low
3304,P086,Deployment,Client Visit,2025-11-02 15:00 - 2025-11-02 15:45,containment,45,High
3305,P086,Testing Acceptance,Meeting,2025-10-30 13:00 - 2025-10-30 13:45,containment,45,High
3306,P086,Tech Sharing,Project Discussion,2025-11-07 17:30 - 2025-11-07 18:00,partial overlap,30,Medium
3307,P086,Meeting,Deployment,2025-11-10 17:45 - 2025-11-10 18:00,partial overlap,15,Medium
3308,P086,Training,Design Review,2025-11-10 11:34 - 2025-11-10 12:00,partial overlap,26,Medium
3309,P086,Requirements Analysis,Design Review,2025-11-09 14:30 - 2025-11-09 15:00,containment,30,Medium
3310,P086,Project Discussion,Tech Sharing,2025-11-12 12:30 - 2025-11-12 13:15,full overlap,45,High
3311,P086,Training,Tech Sharing,2025-11-21 09:48 - 2025-11-21 10:15,partial overlap,27,Medium
3312,P086,Operations Check,Deployment,2025-11-16 18:54 - 2025-11-16 19:30,partial overlap,36,Medium
3313,P086,Training,Client Visit,2025-11-18 09:45 - 2025-11-18 10:15,partial overlap,30,Medium
3314,P086,Testing Acceptance,Client Visit,2025-11-18 10:07 - 2025-11-18 10:30,partial overlap,23,Medium
3315,P086,Code Review,Requirements Analysis,2025-11-21 12:00 - 2025-11-21 12:30,full overlap,30,Medium
3316,P086,Team Building,Design Review,2025-11-23 12:00 - 2025-11-23 12:09,partial overlap,9,Low
3317,P086,Deployment,Product Demo,2025-11-20 18:45 - 2025-11-20 19:15,containment,30,Medium
3318,P086,Team Building,Team Building,2025-11-23 11:45 - 2025-11-23 12:00,containment,15,Medium
3319,P086,Testing Acceptance,Training,2025-11-18 10:07 - 2025-11-18 10:15,partial overlap,8,Low
3320,P086,Team Building,Code Review,2025-11-24 15:41 - 2025-11-24 16:15,partial overlap,34,Medium
3321,P087,Code Review,Training,2025-11-01 13:04 - 2025-11-01 13:29,containment,25,Medium
3322,P087,Requirements Analysis,Design Review,2025-10-30 09:11 - 2025-10-30 10:00,partial overlap,49,High
3323,P087,Project Discussion,Tech Sharing,2025-11-03 18:44 - 2025-11-03 19:31,containment,47,High
3324,P087,Design Review,Tech Sharing,2025-11-03 18:53 - 2025-11-03 19:51,containment,58,High
3325,P087,Design Review,Project Discussion,2025-11-03 18:53 - 2025-11-03 19:31,partial overlap,38,Medium
3326,P087,Meeting,Code Review,2025-11-12 11:15 - 2025-11-12 11:30,partial overlap,15,Medium
3327,P087,Operations Check,Code Review,2025-11-12 11:15 - 2025-11-12 11:45,containment,30,Medium
3328,P087,One-on-One,Testing Acceptance,2025-11-05 11:00 - 2025-11-05 11:15,partial overlap,15,Medium
3329,P087,Testing Acceptance,Testing Acceptance,2025-11-05 11:17 - 2025-11-05 12:00,partial overlap,43,Medium
3330,P087,Operations Check,Meeting,2025-11-12 11:05 - 2025-11-12 11:30,partial overlap,25,Medium
3331,P087,Product Demo,Product Demo,2025-11-06 13:16 - 2025-11-06 14:00,partial overlap,44,Medium
3332,P087,Project Discussion,Design Review,2025-11-14 09:27 - 2025-11-14 09:45,partial overlap,18,Medium
3333,P087,Operations Check,Product Demo,2025-11-13 09:09 - 2025-11-13 09:15,partial overlap,6,Low
3334,P087,Requirements Analysis,Meeting,2025-11-14 11:15 - 2025-11-14 12:15,full overlap,60,High
3335,P087,Product Demo,Project Discussion,2025-11-12 12:27 - 2025-11-12 12:30,partial overlap,3,Low
3336,P087,Team Building,Training,2025-11-13 11:20 - 2025-11-13 11:40,containment,20,Medium
3337,P087,One-on-One,Meeting,2025-11-19 16:30 - 2025-11-19 16:45,containment,15,Medium
3338,P087,Product Demo,Operations Check,2025-11-17 13:00 - 2025-11-17 13:15,containment,15,Medium
3339,P087,Training,Team Building,2025-11-17 15:30 - 2025-11-17 15:45,partial overlap,15,Medium
3340,P087,Client Visit,Design Review,2025-11-18 15:30 - 2025-11-18 15:45,containment,15,Medium
3341,P087,Project Discussion,Project Discussion,2025-11-20 09:45 - 2025-11-20 10:15,full overlap,30,Medium
3342,P087,Code Review,Design Review,2025-11-19 15:00 - 2025-11-19 15:15,partial overlap,15,Medium
3343,P087,Code Review,Product Demo,2025-11-17 13:24 - 2025-11-17 13:45,partial overlap,21,Medium
3344,P087,Project Discussion,Product Demo,2025-11-17 13:37 - 2025-11-17 13:45,partial overlap,8,Low
3345,P087,Team Building,Deployment,2025-11-19 11:00 - 2025-11-19 11:15,containment,15,Medium
3346,P087,Code Review,Operations Check,2025-11-17 13:45 - 2025-11-17 13:50,partial overlap,5,Low
3347,P087,Project Discussion,Operations Check,2025-11-17 13:45 - 2025-11-17 14:11,partial overlap,26,Medium
3348,P087,Project Discussion,Code Review,2025-11-17 13:37 - 2025-11-17 13:50,partial overlap,13,Low
3349,P088,Deployment,Team Building,2025-11-03 12:45 - 2025-11-03 13:15,partial overlap,30,Medium
3350,P088,Brainstorming,Product Demo,2025-11-03 11:00 - 2025-11-03 11:30,partial overlap,30,Medium
3351,P088,Tech Sharing,Project Discussion,2025-11-01 09:38 - 2025-11-01 10:00,partial overlap,22,Medium
3352,P088,Meeting,Project Discussion,2025-11-01 09:53 - 2025-11-01 10:00,partial overlap,7,Low
3353,P088,Team Building,Project Discussion,2025-11-01 09:56 - 2025-11-01 10:00,partial overlap,4,Low
3354,P088,Design Review,Testing Acceptance,2025-11-07 10:15 - 2025-11-07 10:30,partial overlap,15,Medium
3355,P088,Training,Testing Acceptance,2025-11-07 10:15 - 2025-11-07 10:45,partial overlap,30,Medium
3356,P088,Meeting,Meeting,2025-11-08 18:27 - 2025-11-08 19:12,containment,45,High
3357,P088,Design Review,Deployment,2025-11-05 09:47 - 2025-11-05 10:33,containment,46,High
3358,P088,Meeting,Tech Sharing,2025-11-01 09:53 - 2025-11-01 10:28,containment,35,Medium
3359,P088,Team Building,Tech Sharing,2025-11-01 09:56 - 2025-11-01 10:35,partial overlap,39,Medium
3360,P088,Tech Sharing,Tech Sharing,2025-11-01 10:10 - 2025-11-01 10:35,partial overlap,25,Medium
3361,P088,Meeting,Team Building,2025-11-01 09:56 - 2025-11-01 10:28,partial overlap,32,Medium
3362,P088,Tech Sharing,Team Building,2025-11-01 10:10 - 2025-11-01 10:36,containment,26,Medium
3363,P088,Tech Sharing,Meeting,2025-11-01 10:10 - 2025-11-01 10:28,partial overlap,18,Medium
3364,P088,Training,Design Review,2025-11-07 09:45 - 2025-11-07 10:30,partial overlap,45,High
3365,P088,Testing Acceptance,Product Demo,2025-11-11 17:15 - 2025-11-11 17:45,partial overlap,30,Medium
3366,P088,Design Review,Product Demo,2025-11-11 17:15 - 2025-11-11 17:52,partial overlap,37,Medium
3367,P088,Training,Product Demo,2025-11-14 18:14 - 2025-11-14 18:45,partial overlap,31,Medium
3368,P088,Training,Product Demo,2025-11-14 18:41 - 2025-11-14 18:45,partial overlap,4,Low
3369,P088,Design Review,Testing Acceptance,2025-11-11 17:07 - 2025-11-11 17:45,partial overlap,38,Medium
3370,P088,Deployment,Brainstorming,2025-11-15 09:15 - 2025-11-15 09:45,containment,30,Medium
3371,P088,Requirements Analysis,Brainstorming,2025-11-15 09:45 - 2025-11-15 10:00,partial overlap,15,Medium
3372,P088,One-on-One,Brainstorming,2025-11-15 17:29 - 2025-11-15 18:00,partial overlap,31,Medium
3373,P088,Training,Training,2025-11-14 18:41 - 2025-11-14 19:07,partial overlap,26,Medium
3374,P088,One-on-One,Product Demo,2025-11-13 14:23 - 2025-11-13 14:43,containment,20,Medium
3375,P088,Meeting,Training,2025-11-17 08:30 - 2025-11-17 08:45,partial overlap,15,Medium
3376,P088,One-on-One,Product Demo,2025-11-18 08:45 - 2025-11-18 09:00,containment,15,Medium
3377,P088,Requirements Analysis,Product Demo,2025-11-18 08:52 - 2025-11-18 09:00,partial overlap,8,Low
3378,P088,Deployment,Operations Check,2025-11-17 18:49 - 2025-11-17 19:05,containment,16,Medium
3379,P088,Brainstorming,Testing Acceptance,2025-11-19 16:45 - 2025-11-19 17:00,partial overlap,15,Medium
